Anbieter_ObjektID,Vermarktungstyp,Erstellungsdatum,id,Anbieter_ID,Boersen_ID,Immobilientyp,erzeugt_am,Land,description,OBID,Bundesland,Monat,Stadt,Wohnflaeche,Kaufpreis,Ueberschrift,name,url,Gewerblich,Bezirk,Immobilientyp_detail,PLZ,Telefon,Haushnummer
,,,,Immobilienscout,,,,,"Berlin, Malteserstraße, B, Bj. 1992, KT 3 Bruttowarmmieten, frei ab: sofort",,,,Berlin,,EUR,,Büro in Bürogemeinschaft,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84221975&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1908, frei ab: Vereinbarung",,,,Berlin,,EUR,,*PROFILE: Ihre repräsentativen Büros in Berlins historischer Mitte*,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84846005&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Unter den Linden, B, Bj. 1912, KT 3 Monatsmieten, frei ab: sofort",,,,Berlin,,EUR,,"Mieten Sie soviel Büro, wie Sie brauchen mit 5-Sterne Business Center, individuell & 1a Lage!",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D79769217&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1997, frei ab: kurzfristig",,,,Berlin,,EUR,,"Möblierte kleine Büros, flexible Laufzeit möglich - provisionsfrei",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74200230&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=1,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Kurfürstendamm, B, Bj. 1911, KT 3 Monatsmieten, frei ab: sofort",,,,Berlin,,EUR,,Clevere Unternehmensgründung mit Virtual Office (ohne festes Büro!) im weltberühmten Haus Cumberland,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74177157&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1992, frei ab: sofort",,,,Berlin,,EUR,,DTZ: Ansprechende Gewerbefläche in einem modernen Bürogebäude,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82208554&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Nehringstrasse, B, Bj. 1900, KT 3 Nettokaltmieten, frei ab: sofort",,,,Berlin,,"1299,00 EUR",,Nahe Schloss Charlottenburg++Wunderbare Gewerbefläche mit 5 Räumen im Erdgeschoß++,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82299645&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,14,,
,,,,Immobilienscout,,,,,"Berlin, Eldenaer Straße, Wohn- und Gesch",,,,Berlin,,"3299,00 EUR",,Großzügige Gewerbefläche  - Teilausbau gemäß individuellem Bedarf,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83462787&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1926, KT 3 NKM, frei ab: sofort",,,,Berlin,,"481,20 EUR",,"Büro- Praxisfläche im 1. OG in zentraler, repräs. Bestlage von Frohnau",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83989842&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1983, frei ab: sofort",,,,Berlin,,EUR,,Gewerbeflächen preisgünstig zu vermieten,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83488595&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Wolfener Straße, B, Bj. 1997, frei ab: sofort",,,,Berlin,,EUR,,Sofort bezugsfertig ++ helles und freundliches Büro mit High Speed Internet,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D67357359&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Unter den Linden, B, Bj. 1912, KT 3 Monatsmieten, frei ab: sofort",,,,Berlin,,EUR,,Weltberühmte Geschäftsadresse mit o. ohne festem Büro. Für imagebewusste & clevere Firmengründer!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D80684281&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Charlottenstr., B, Bj. 1958, KT 3 Monatsmieten, frei ab: sofort",,,,Berlin,,EUR,,"Möblierte Büros mit Panoramafenster am Gendarmenmarkt: flexible Laufzeiten, provisionsfrei",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D79573734&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1910, KT 3 Monatsmieten",,,,Berlin,,EUR,,"morespace for your vision *Römischer Hof Unter den Linden, repräsentative Büros im besten Design",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D81975139&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Friedrichstr., B, Bj. 1978, frei ab: sofort",,,,Berlin,,"1797,51 EUR",,Gewerbe Büro,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D80826035&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Crellestraße, B, Bj. 2015, KT 3,00 Nettokaltmieten, frei ab: September 2015",,,,Berlin,,"945,00 EUR",,Neubau: Exklusive Büro- und/oder Einzelhandelsflächen in attraktiver Kiez-Lage,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74490444&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Kärntener Straße, B, Bj. 1900",,,,Berlin,,"319000,00 EUR",,++ www.k8-berlin.de ++ geräumige (123m²) Gewerbefläche zum Selbstverwirklichen,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84914967&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1964",,,,Berlin,,EUR,,Helles Büro in der City-West,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D73454044&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Agricolastraße, B, Bj. 1998, KT 3 Nettokaltmieten, frei ab: 01.12.2015",,,,Berlin,,"1524,26 EUR",,Laden/Büro oder Praxisfläche zu vermieten,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82235558&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Juliusstraße, B, Bj. 1968, KT 3 NKM, frei ab: sofort",,,,Berlin,,"1253,00 EUR",,Gewerbefläche zu vermieten.,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D59933996&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Atelier, KT 3-fache Nettokaltmiete, frei ab: SOFORT",,,,Berlin,,EUR,,MITTE 1A-Lage: Potsdamer Platz: komplett ausgestattete Büros ab 12 m² per SOFORT ***provisionsfrei,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D83659242&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=2,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 2005, frei ab: kurzfristig",,,,Berlin,,EUR,,Büro mit Blick auf den schönen Tiergarten!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84240149&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1980, frei ab: sofort",,,,Berlin,,"2800,00 EUR",,*Ku?Damm ? Ihre neuen Büros: Klein aber fein*,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D82220057&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Rudeloffweg, Wohn- und Gesch, Bj. 1909, KT 3 Nettokaltmieten, frei ab: sofort möglich",,,,Berlin,,"2150,00 EUR",,Altbauvilla Dahlem nahe S Lichterfelde West bietet Büro/Kanzlei/Praxis,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84621098&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,14,,
,,,,Immobilienscout,,,,,"Berlin, Karl-Marx-Allee, Wohn- und Gesch, Bj. 1955, KT 7650,00, frei ab: sofort / nach Absprache",,,,Berlin,,"2550,00 EUR",,Karl-Marx-Allee Gewerberäume als Bar oder Büro mieten!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84528386&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Bölschestraße, B, Bj. 1900, frei ab: sofort",,,,Berlin,,EUR,,Büro- oder Praxisetage in saniertem Altbau am Ortskern Friedrichshagen,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D78775227&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1942, KT 49000,00 ?, frei ab: nach  Vereinbarung",,,,Berlin,,"11033,00 EUR",,EINFACHE BÜRO- UND SERVICEFLÄCHEN IN JEDER GRÖSSE,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84604850&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,13,,
,,,,Immobilienscout,,,,,"Berlin, B, Bj. 1989, KT 3 Nettokaltmieten, frei ab: sofort",,,,Berlin,,"826,50 EUR",,"PROVISIONSFREI -Büro im Grünen- Zweitbezug nach Komplettsanierung, hochwertiger Ausbau, auf 2 Etagen",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D84368377&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Nunsdorfer Ring, B, Bj. 1994, KT 4101, frei ab: sofort",,,,Berlin,,"1367,00 EUR",,modernes Büro im Tower,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D79444096&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, Giesensdorferstr., B, Bj. 1994, KT 3 MM, frei ab: kurzfristig",,,,Berlin,,"1495,00 EUR",,freist. Gartenhaus 12207 Lichterfelde-Ost   WG-geeignet/Büro / Pflege / Praxis 165 +91 m²,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D61478036&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,12,,
,,,,Immobilienscout,,,,,"Berlin, B, frei ab: kurzfristig",,,,Berlin,,EUR,,Möbliertes kleines Büro zu vermieten - provisionsfrei!,http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D74200190&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, B, KT 3-fache Brutto-Servicemiete, frei ab: SOFORT",,,,Berlin,,EUR,,"Mitte: Rungestraße: Exklusive Büros im Business-Center in TOP-LAGE, ab 20 m² per SOFORT zu VERMIETEN",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D81442048&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
,,,,Immobilienscout,,,,,"Berlin, Ostseestraße, B, Bj. 1997, KT 3 NKM, frei ab: nach Vereinbarung",,,,Berlin,,EUR,,"17,00 qm Bürofläche zuzügl. Nebenflächen im Büro- und Geschäftshaus im Prenzlauer Berg",http://connect.quoka.de/qpa/click.php?url=http%3A%2F%2Faffiliate.immobilienscout24.de%2Fgo.cgi%3Fpid%3D12%26wmid%3D325%26cpid%3D2%26prid%3D20%26target%3DSuche_Deeplink_Expose%26subid%3Dquoka_27_2710%26attr1%3D81136809&p=immoscout24&v=quoka&c=27_2710&d=3762&bc=0&s=searchresult&pos=REPLACEPLACEMENT&pn=0,,,,10,,
